Title,Author,Author Affiliation,Source,Publication Year,Volume and Issue,Pages,Issue Date,Monograph Title,Database,Summary,Published Date,Link
"CAS-Canglong: A skillful 3D Transformer model for sub-seasonal to
  seasonal global sea surface temperature prediction","Longhao Wang, Xuanze Zhang, L. Ruby Leung, Francis H. S. Chiew, Amir AghaKouchak, Kairan Ying, Yongqiang Zhang",N/A,ArXiv,2024,N/A,N/A,2024-09-09T06:57:07Z,N/A,ArXiv,"  Accurate prediction of global sea surface temperature at sub-seasonal to
seasonal (S2S) timescale is critical for drought and flood forecasting, as well
as for improving disaster preparedness in human society. Government departments
or academic studies normally use physics-based numerical models to predict S2S
sea surface temperature and corresponding climate indices, such as El
Ni\~no-Southern Oscillation. However, these models are hampered by
computational inefficiencies, limited retention of ocean-atmosphere initial
conditions, and significant uncertainty and biases. Here, we introduce a novel
three-dimensional deep learning neural network to model the nonlinear and
complex coupled atmosphere-ocean weather systems. This model incorporates
climatic and temporal features and employs a self-attention mechanism to
enhance the prediction of global S2S sea surface temperature pattern. Compared
to the physics-based models, it shows significant computational efficiency and
predictive capability, improving one to three months sea surface temperature
predictive skill by 13.7% to 77.1% in seven ocean regions with dominant
influence on S2S variability over land. This achievement underscores the
significant potential of deep learning for largely improving forecasting skills
at the S2S scale over land.
",2024-09-09T06:57:07Z,http://arxiv.org/abs/2409.05369v1
"FuXi: A cascade machine learning forecasting system for 15-day global
  weather forecast","Lei Chen, Xiaohui Zhong, Feng Zhang, Yuan Cheng, Yinghui Xu, Yuan Qi, Hao Li",N/A,ArXiv,2023,N/A,N/A,2023-06-22T13:34:26Z,N/A,ArXiv,"  Over the past few years, due to the rapid development of machine learning
(ML) models for weather forecasting, state-of-the-art ML models have shown
superior performance compared to the European Centre for Medium-Range Weather
Forecasts (ECMWF)'s high-resolution forecast (HRES) in 10-day forecasts at a
spatial resolution of 0.25 degree. However, the challenge remains to perform
comparably to the ECMWF ensemble mean (EM) in 15-day forecasts. Previous
studies have demonstrated the importance of mitigating the accumulation of
forecast errors for effective long-term forecasts. Despite numerous efforts to
reduce accumulation errors, including autoregressive multi-time step loss,
using a single model is found to be insufficient to achieve optimal performance
in both short and long lead times. Therefore, we present FuXi, a cascaded ML
weather forecasting system that provides 15-day global forecasts with a
temporal resolution of 6 hours and a spatial resolution of 0.25 degree. FuXi is
developed using 39 years of the ECMWF ERA5 reanalysis dataset. The performance
evaluation, based on latitude-weighted root mean square error (RMSE) and
anomaly correlation coefficient (ACC), demonstrates that FuXi has comparable
forecast performance to ECMWF EM in 15-day forecasts, making FuXi the first
ML-based weather forecasting system to accomplish this achievement.
",2023-06-22T13:34:26Z,http://arxiv.org/abs/2306.12873v3
"Kilometer-Scale Convection Allowing Model Emulation using Generative
  Diffusion Modeling","Jaideep Pathak, Yair Cohen, Piyush Garg, Peter Harrington, Noah Brenowitz, Dale Durran, Morteza Mardani, Arash Vahdat, Shaoming Xu, Karthik Kashinath, Michael Pritchard",N/A,ArXiv,2024,N/A,N/A,2024-08-20T15:56:01Z,N/A,ArXiv,"  Storm-scale convection-allowing models (CAMs) are an important tool for
predicting the evolution of thunderstorms and mesoscale convective systems that
result in damaging extreme weather. By explicitly resolving convective dynamics
within the atmosphere they afford meteorologists the nuance needed to provide
outlook on hazard. Deep learning models have thus far not proven skilful at
km-scale atmospheric simulation, despite being competitive at coarser
resolution with state-of-the-art global, medium-range weather forecasting. We
present a generative diffusion model called StormCast, which emulates the
high-resolution rapid refresh (HRRR) model-NOAA's state-of-the-art 3km
operational CAM. StormCast autoregressively predicts 99 state variables at km
scale using a 1-hour time step, with dense vertical resolution in the
atmospheric boundary layer, conditioned on 26 synoptic variables. We present
evidence of successfully learnt km-scale dynamics including competitive 1-6
hour forecast skill for composite radar reflectivity alongside physically
realistic convective cluster evolution, moist updrafts, and cold pool
morphology. StormCast predictions maintain realistic power spectra for multiple
predicted variables across multi-hour forecasts. Together, these results
establish the potential for autoregressive ML to emulate CAMs -- opening up new
km-scale frontiers for regional ML weather prediction and future climate hazard
dynamical downscaling.
",2024-08-20T15:56:01Z,http://arxiv.org/abs/2408.10958v1
"Feasibility of machine learning-based rice yield prediction in India at
  the district level using climate reanalysis data","Djavan De Clercq, Adam Mahdi",N/A,ArXiv,2024,N/A,N/A,2024-03-12T13:31:13Z,N/A,ArXiv,"  Yield forecasting, the science of predicting agricultural productivity before
the crop harvest occurs, helps a wide range of stakeholders make better
decisions around agricultural planning. This study aims to investigate whether
machine learning-based yield prediction models can capably predict Kharif
season rice yields at the district level in India several months before the
rice harvest takes place. The methodology involved training 19 machine learning
models such as CatBoost, LightGBM, Orthogonal Matching Pursuit, and Extremely
Randomized Trees on 20 years of climate, satellite, and rice yield data across
247 of Indian rice-producing districts. In addition to model-building, a
dynamic dashboard was built understand how the reliability of rice yield
predictions varies across districts. The results of the proof-of-concept
machine learning pipeline demonstrated that rice yields can be predicted with a
reasonable degree of accuracy, with out-of-sample R2, MAE, and MAPE performance
of up to 0.82, 0.29, and 0.16 respectively. These results outperformed test set
performance reported in related literature on rice yield modeling in other
contexts and countries. In addition, SHAP value analysis was conducted to infer
both the importance and directional impact of the climate and remote sensing
variables included in the model. Important features driving rice yields
included temperature, soil water volume, and leaf area index. In particular,
higher temperatures in August correlate with increased rice yields,
particularly when the leaf area index in August is also high. Building on the
results, a proof-of-concept dashboard was developed to allow users to easily
explore which districts may experience a rise or fall in yield relative to the
previous year.
",2024-03-12T13:31:13Z,http://arxiv.org/abs/2403.07967v1
Solar Power Forecasting Using Support Vector Regression,"Mohamed Abuella, Badrul Chowdhury",N/A,ArXiv,2017,N/A,N/A,2017-03-29T00:58:01Z,N/A,ArXiv,"  Generation and load balance is required in the economic scheduling of
generating units in the smart grid. Variable energy generations, particularly
from wind and solar energy resources, are witnessing a rapid boost, and, it is
anticipated that with a certain level of their penetration, they can become
noteworthy sources of uncertainty. As in the case of load demand, energy
forecasting can also be used to mitigate some of the challenges that arise from
the uncertainty in the resource. While wind energy forecasting research is
considered mature, solar energy forecasting is witnessing a steadily growing
attention from the research community. This paper presents a support vector
regression model to produce solar power forecasts on a rolling basis for 24
hours ahead over an entire year, to mimic the practical business of energy
forecasting. Twelve weather variables are considered from a high-quality
benchmark dataset and new variables are extracted. The added value of the heat
index and wind speed as additional variables to the model is studied across
different seasons. The support vector regression model performance is compared
with artificial neural networks and multiple linear regression models for
energy forecasting.
",2017-03-29T00:58:01Z,http://arxiv.org/abs/1703.09851v1
"A Deep-learning Real-time Bias Correction Method for Significant Wave
  Height Forecasts in the Western North Pacific","Wei Zhang, Yu Sun, Yapeng Wu, Junyu Dong, Xiaojiang Song, Zhiyi Gao, Renbo Pang, Boyu Guoan",N/A,ArXiv,2023,N/A,N/A,2023-11-25T11:34:00Z,N/A,ArXiv,"  Significant wave height is one of the most important parameters
characterizing ocean waves, and accurate numerical ocean wave forecasting is
crucial for coastal protection and shipping. However, due to the randomness and
nonlinearity of the wind fields that generate ocean waves and the complex
interaction between wave and wind fields, current forecasts of numerical ocean
waves have biases. In this study, a spatiotemporal deep-learning method was
employed to correct gridded SWH forecasts from the ECMWF-IFS. This method was
built on the trajectory gated recurrent unit deep neural network,and it
conducts real-time rolling correction for the 0-240h SWH forecasts from
ECMWF-IFS. The correction model is co-driven by wave and wind fields, providing
better results than those based on wave fields alone. A novel pixel-switch loss
function was developed. The pixel-switch loss function can dynamically
fine-tune the pre-trained correction model, focusing on pixels with large
biases in SWH forecasts. According to the seasonal characteristics of SWH, four
correction models were constructed separately, for spring, summer, autumn, and
winter. The experimental results show that, compared with the original ECMWF
SWH predictions, the correction was most effective in spring, when the mean
absolute error decreased by 12.972~46.237%. Although winter had the worst
performance, the mean absolute error decreased by 13.794~38.953%. The corrected
results improved the original ECMWF SWH forecasts under both normal and extreme
weather conditions, indicating that our SWH correction model is robust and
generalizable.
",2023-11-25T11:34:00Z,http://arxiv.org/abs/2311.15001v1
"Coupled Ocean-Atmosphere Dynamics in a Machine Learning Earth System
  Model","Chenggong Wang, Michael S. Pritchard, Noah Brenowitz, Yair Cohen, Boris Bonev, Thorsten Kurth, Dale Durran, Jaideep Pathak",N/A,ArXiv,2024,N/A,N/A,2024-06-12T20:29:14Z,N/A,ArXiv,"  Seasonal climate forecasts are socioeconomically important for managing the
impacts of extreme weather events and for planning in sectors like agriculture
and energy. Climate predictability on seasonal timescales is tied to boundary
effects of the ocean on the atmosphere and coupled interactions in the
ocean-atmosphere system. We present the Ocean-linked-atmosphere (Ola) model, a
high-resolution (0.25{\deg}) Artificial Intelligence/ Machine Learning (AI/ML)
coupled earth-system model which separately models the ocean and atmosphere
dynamics using an autoregressive Spherical Fourier Neural Operator
architecture, with a view towards enabling fast, accurate, large ensemble
forecasts on the seasonal timescale. We find that Ola exhibits learned
characteristics of ocean-atmosphere coupled dynamics including tropical oceanic
waves with appropriate phase speeds, and an internally generated El
Ni\~no/Southern Oscillation (ENSO) having realistic amplitude, geographic
structure, and vertical structure within the ocean mixed layer. We present
initial evidence of skill in forecasting the ENSO which compares favorably to
the SPEAR model of the Geophysical Fluid Dynamics Laboratory.
",2024-06-12T20:29:14Z,http://arxiv.org/abs/2406.08632v1
"Extreme Precipitation Seasonal Forecast Using a Transformer Neural
  Network","Daniel Salles Civitarese, Daniela Szwarcman, Bianca Zadrozny, Campbell Watson",N/A,ArXiv,2021,N/A,N/A,2021-07-14T17:02:15Z,N/A,ArXiv,"  An impact of climate change is the increase in frequency and intensity of
extreme precipitation events. However, confidently predicting the likelihood of
extreme precipitation at seasonal scales remains an outstanding challenge.
Here, we present an approach to forecasting the quantiles of the maximum daily
precipitation in each week up to six months ahead using the temporal fusion
transformer (TFT) model. Through experiments in two regions, we compare TFT
predictions with those of two baselines: climatology and a calibrated ECMWF
SEAS5 ensemble forecast (S5). Our results show that, in terms of quantile risk
at six month lead time, the TFT predictions significantly outperform those from
S5 and show an overall small improvement compared to climatology. The TFT also
responds positively to departures from normal that climatology cannot.
",2021-07-14T17:02:15Z,http://arxiv.org/abs/2107.06846v1
"Exploring the Potential of Hybrid Machine-Learning/Physics-Based
  Modeling for Atmospheric/Oceanic Prediction Beyond the Medium Range","Dhruvit Patel, Troy Arcomano, Brian Hunt, Istvan Szunyogh, Edward Ott",N/A,ArXiv,2024,N/A,N/A,2024-05-29T20:56:44Z,N/A,ArXiv,"  This paper explores the potential of a hybrid modeling approach that combines
machine learning (ML) with conventional physics-based modeling for weather
prediction beyond the medium range. It extends the work of Arcomano et al.
(2022), which tested the approach for short- and medium-range weather
prediction, and the work of Arcomano et al. (2023), which investigated its
potential for climate modeling. The hybrid model used for the forecast
experiments of the paper is based on the low-resolution, simplified
parameterization atmospheric general circulation model (AGCM) SPEEDY. In
addition to the hybridized prognostic variables of SPEEDY, the current version
of the model has three purely ML-based prognostic variables. One of these is
6~h cumulative precipitation, another is the sea surface temperature, while the
third is the heat content of the top 300 m deep layer of the ocean. The model
has skill in predicting the El Ni\~no cycle and its global teleconnections with
precipitation for 3-7 months depending on the season. The model captures
equatorial variability of the precipitation associated with Kelvin and Rossby
waves and MJO. Predictions of the precipitation in the equatorial region have
skill for 15 days in the East Pacific and 11.5 days in the West Pacific. Though
the model has low spatial resolution, for these tasks it has prediction skill
comparable to what has been published for high-resolution, purely
physics-based, conventional operational forecast models.
",2024-05-29T20:56:44Z,http://arxiv.org/abs/2405.19518v1
"Predicting Temperature of Major Cities Using Machine Learning and Deep
  Learning","Wasiou Jaharabi, MD Ibrahim Al Hossain, Rownak Tahmid, Md. Zuhayer Islam, T. M. Saad Rayhan",N/A,ArXiv,2023,N/A,N/A,2023-09-23T10:23:00Z,N/A,ArXiv,"  Currently, the issue that concerns the world leaders most is climate change
for its effect on agriculture, environment and economies of daily life. So, to
combat this, temperature prediction with strong accuracy is vital. So far, the
most effective widely used measure for such forecasting is Numerical weather
prediction (NWP) which is a mathematical model that needs broad data from
different applications to make predictions. This expensive, time and labor
consuming work can be minimized through making such predictions using Machine
learning algorithms. Using the database made by University of Dayton which
consists the change of temperature in major cities we used the Time Series
Analysis method where we use LSTM for the purpose of turning existing data into
a tool for future prediction. LSTM takes the long-term data as well as any
short-term exceptions or anomalies that may have occurred and calculates trend,
seasonality and the stationarity of a data. By using models such as ARIMA,
SARIMA, Prophet with the concept of RNN and LSTM we can, filter out any
abnormalities, preprocess the data compare it with previous trends and make a
prediction of future trends. Also, seasonality and stationarity help us analyze
the reoccurrence or repeat over one year variable and removes the constrain of
time in which the data was dependent so see the general changes that are
predicted. By doing so we managed to make prediction of the temperature of
different cities during any time in future based on available data and built a
method of accurate prediction. This document contains our methodology for being
able to make such predictions.
",2023-09-23T10:23:00Z,http://arxiv.org/abs/2309.13330v1
"Using Deep Learning to Identify Initial Error Sensitivity for
  Interpretable ENSO Forecasts","Kinya Toride, Matthew Newman, Andrew Hoell, Antonietta Capotondi, Jakob Schlör, Dillon J. Amaya",N/A,ArXiv,2024,N/A,N/A,2024-04-23T18:10:18Z,N/A,ArXiv,"  We introduce an interpretable-by-design method, optimized model-analog, that
integrates deep learning with model-analog forecasting which generates
forecasts from similar initial climate states in a repository of model
simulations. This hybrid framework employs a convolutional neural network to
estimate state-dependent weights to identify initial analog states that lead to
shadowing target trajectories. The advantage of our method lies in its inherent
interpretability, offering insights into initial-error-sensitive regions
through estimated weights and the ability to trace the physically-based
evolution of the system through analog forecasting. We evaluate our approach
using the Community Earth System Model Version 2 Large Ensemble to forecast the
El Ni\~no-Southern Oscillation (ENSO) on a seasonal-to-annual time scale.
Results show a 10% improvement in forecasting equatorial Pacific sea surface
temperature anomalies at 9-12 months leads compared to the unweighted
model-analog technique. Furthermore, our model demonstrates improvements in
boreal winter and spring initialization when evaluated against a reanalysis
dataset. Our approach reveals state-dependent regional sensitivity linked to
various seasonally varying physical processes, including the Pacific Meridional
Modes, equatorial recharge oscillator, and stochastic wind forcing.
Additionally, forecasts of El Ni\~no and La Ni\~na are sensitive to different
initial states: El Ni\~no forecasts are more sensitive to initial error in
tropical Pacific sea surface temperature in boreal winter, while La Ni\~na
forecasts are more sensitive to initial error in tropical Pacific zonal wind
stress in boreal summer. This approach has broad implications for forecasting
diverse climate phenomena, including regional temperature and precipitation,
which are challenging for the model-analog approach alone.
",2024-04-23T18:10:18Z,http://arxiv.org/abs/2404.15419v4
"Sub-Seasonal Climate Forecasting via Machine Learning: Challenges,
  Analysis, and Advances","Sijie He, Xinyan Li, Timothy DelSole, Pradeep Ravikumar, Arindam Banerjee",N/A,ArXiv,2020,N/A,N/A,2020-06-14T18:39:27Z,N/A,ArXiv,"  Sub-seasonal climate forecasting (SSF) focuses on predicting key climate
variables such as temperature and precipitation in the 2-week to 2-month time
scales. Skillful SSF would have immense societal value, in areas such as
agricultural productivity, water resource management, transportation and
aviation systems, and emergency planning for extreme weather events. However,
SSF is considered more challenging than either weather prediction or even
seasonal prediction. In this paper, we carefully study a variety of machine
learning (ML) approaches for SSF over the US mainland. While
atmosphere-land-ocean couplings and the limited amount of good quality data
makes it hard to apply black-box ML naively, we show that with carefully
constructed feature representations, even linear regression models, e.g.,
Lasso, can be made to perform well. Among a broad suite of 10 ML approaches
considered, gradient boosting performs the best, and deep learning (DL) methods
show some promise with careful architecture choices. Overall, suitable ML
methods are able to outperform the climatological baseline, i.e., predictions
based on the 30-year average at a given location and time. Further, based on
studying feature importance, ocean (especially indices based on climatic
oscillations such as El Nino) and land (soil moisture) covariates are found to
be predictive, whereas atmospheric covariates are not considered helpful.
",2020-06-14T18:39:27Z,http://arxiv.org/abs/2006.07972v2
"An Asymmetric Loss with Anomaly Detection LSTM Framework for Power
  Consumption Prediction","Jihan Ghanim, Maha Issa, Mariette Awad",N/A,ArXiv,2023,N/A,N/A,2023-02-05T17:16:15Z,N/A,ArXiv,"  Building an accurate load forecasting model with minimal underpredictions is
vital to prevent any undesired power outages due to underproduction of
electricity. However, the power consumption patterns of the residential sector
contain fluctuations and anomalies making them challenging to predict. In this
paper, we propose multiple Long Short-Term Memory (LSTM) frameworks with
different asymmetric loss functions to impose a higher penalty on
underpredictions. We also apply a density-based spatial clustering of
applications with noise (DBSCAN) anomaly detection approach, prior to the load
forecasting task, to remove any present oultiers. Considering the effect of
weather and social factors, seasonality splitting is performed on the three
considered datasets from France, Germany, and Hungary containing hourly power
consumption, weather, and calendar features. Root-mean-square error (RMSE)
results show that removing the anomalies efficiently reduces the
underestimation and overestimation errors in all the seasonal datasets.
Additionally, asymmetric loss functions and seasonality splitting effectively
minimize underestimations despite increasing the overestimation error to some
degree. Reducing underpredictions of electricity consumption is essential to
prevent power outages that can be damaging to the community.
",2023-02-05T17:16:15Z,http://arxiv.org/abs/2302.10889v1
Gaussian Process Regression for Arctic Coastal Erosion Forecasting,"Matthew Kupilik, Frank Witmer, Euan-Angus MacLeod, Caixia Wang, Tom Ravens",N/A,ArXiv,2017,N/A,N/A,2017-12-04T01:01:39Z,N/A,ArXiv,"  Arctic coastal morphology is governed by multiple factors, many of which are
affected by climatological changes. As the season length for shorefast ice
decreases and temperatures warm permafrost soils, coastlines are more
susceptible to erosion from storm waves. Such coastal erosion is a concern,
since the majority of the population centers and infrastructure in the Arctic
are located near the coasts. Stakeholders and decision makers increasingly need
models capable of scenario-based predictions to assess and mitigate the effects
of coastal morphology on infrastructure and land use. Our research uses
Gaussian process models to forecast Arctic coastal erosion along the Beaufort
Sea near Drew Point, AK. Gaussian process regression is a data-driven modeling
methodology capable of extracting patterns and trends from data-sparse
environments such as remote Arctic coastlines. To train our model, we use
annual coastline positions and near-shore summer temperature averages from
existing datasets and extend these data by extracting additional coastlines
from satellite imagery. We combine our calibrated models with future climate
models to generate a range of plausible future erosion scenarios. Our results
show that the Gaussian process methodology substantially improves yearly
predictions compared to linear and nonlinear least squares methods, and is
capable of generating detailed forecasts suitable for use by decision makers.
",2017-12-04T01:01:39Z,http://arxiv.org/abs/1712.00867v1
"Huge Ensembles Part I: Design of Ensemble Weather Forecasts using
  Spherical Fourier Neural Operators","Ankur Mahesh, William Collins, Boris Bonev, Noah Brenowitz, Yair Cohen, Joshua Elms, Peter Harrington, Karthik Kashinath, Thorsten Kurth, Joshua North, Travis OBrien, Michael Pritchard, David Pruitt, Mark Risser, Shashank Subramanian, Jared Willard",N/A,ArXiv,2024,N/A,N/A,2024-08-06T11:04:25Z,N/A,ArXiv,"  Studying low-likelihood high-impact extreme weather events in a warming world
is a significant and challenging task for current ensemble forecasting systems.
While these systems presently use up to 100 members, larger ensembles could
enrich the sampling of internal variability. They may capture the long tails
associated with climate hazards better than traditional ensemble sizes. Due to
computational constraints, it is infeasible to generate huge ensembles
(comprised of 1,000-10,000 members) with traditional, physics-based numerical
models. In this two-part paper, we replace traditional numerical simulations
with machine learning (ML) to generate hindcasts of huge ensembles. In Part I,
we construct an ensemble weather forecasting system based on Spherical Fourier
Neural Operators (SFNO), and we discuss important design decisions for
constructing such an ensemble. The ensemble represents model uncertainty
through perturbed-parameter techniques, and it represents initial condition
uncertainty through bred vectors, which sample the fastest growing modes of the
forecast. Using the European Centre for Medium-Range Weather Forecasts
Integrated Forecasting System (IFS) as a baseline, we develop an evaluation
pipeline composed of mean, spectral, and extreme diagnostics. Using
large-scale, distributed SFNOs with 1.1 billion learned parameters, we achieve
calibrated probabilistic forecasts. As the trajectories of the individual
members diverge, the ML ensemble mean spectra degrade with lead time,
consistent with physical expectations. However, the individual ensemble
members' spectra stay constant with lead time. Therefore, these members
simulate realistic weather states, and the ML ensemble thus passes a crucial
spectral test in the literature. The IFS and ML ensembles have similar Extreme
Forecast Indices, and we show that the ML extreme weather forecasts are
reliable and discriminating.
",2024-08-06T11:04:25Z,http://arxiv.org/abs/2408.03100v1
"Convolutional Neural Network for Convective Storm Nowcasting Using 3D
  Doppler Weather Radar Data","Lei Han, Juanzhen Sun, Wei Zhang",N/A,ArXiv,2019,N/A,N/A,2019-11-14T15:42:12Z,N/A,ArXiv,"  Convective storms are one of the severe weather hazards found during the warm
season. Doppler weather radar is the only operational instrument that can
frequently sample the detailed structure of convective storm which has a small
spatial scale and short lifetime. For the challenging task of short-term
convective storm forecasting, 3-D radar images contain information about the
processes in convective storm. However, effectively extracting such information
from multisource raw data has been problematic due to a lack of methodology and
computation limitations. Recent advancements in deep learning techniques and
graphics processing units now make it possible. This article investigates the
feasibility and performance of an end-to-end deep learning nowcasting method.
The nowcasting problem was transformed into a classification problem first, and
then, a deep learning method that uses a convolutional neural network was
presented to make predictions. On the first layer of CNN, a cross-channel 3D
convolution was proposed to fuse 3D raw data. The CNN method eliminates the
handcrafted feature engineering, i.e., the process of using domain knowledge of
the data to manually design features. Operationally produced historical data of
the Beijing-Tianjin-Hebei region in China was used to train the nowcasting
system and evaluate its performance; 3737332 samples were collected in the
training data set. The experimental results show that the deep learning method
improves nowcasting skills compared with traditional machine learning methods.
",2019-11-14T15:42:12Z,http://arxiv.org/abs/1911.06185v2
"Global Lightning-Ignited Wildfires Prediction and Climate Change
  Projections based on Explainable Machine Learning Models","Assaf Shmuel, Teddy Lazebnik, Oren Glickman, Eyal Heifetz, Colin Price",N/A,ArXiv,2024,N/A,N/A,2024-09-16T07:19:08Z,N/A,ArXiv,"  Wildfires pose a significant natural disaster risk to populations and
contribute to accelerated climate change. As wildfires are also affected by
climate change, extreme wildfires are becoming increasingly frequent. Although
they occur less frequently globally than those sparked by human activities,
lightning-ignited wildfires play a substantial role in carbon emissions and
account for the majority of burned areas in certain regions. While existing
computational models, especially those based on machine learning, aim to
predict lightning-ignited wildfires, they are typically tailored to specific
regions with unique characteristics, limiting their global applicability. In
this study, we present machine learning models designed to characterize and
predict lightning-ignited wildfires on a global scale. Our approach involves
classifying lightning-ignited versus anthropogenic wildfires, and estimating
with high accuracy the probability of lightning to ignite a fire based on a
wide spectrum of factors such as meteorological conditions and vegetation.
Utilizing these models, we analyze seasonal and spatial trends in
lightning-ignited wildfires shedding light on the impact of climate change on
this phenomenon. We analyze the influence of various features on the models
using eXplainable Artificial Intelligence (XAI) frameworks. Our findings
highlight significant global differences between anthropogenic and
lightning-ignited wildfires. Moreover, we demonstrate that, even over a short
time span of less than a decade, climate changes have steadily increased the
global risk of lightning-ignited wildfires. This distinction underscores the
imperative need for dedicated predictive models and fire weather indices
tailored specifically to each type of wildfire.
",2024-09-16T07:19:08Z,http://arxiv.org/abs/2409.10046v1
"Long-term instabilities of deep learning-based digital twins of the
  climate system: The cause and a solution","Ashesh Chattopadhyay, Pedram Hassanzadeh",N/A,ArXiv,2023,N/A,N/A,2023-04-14T09:49:11Z,N/A,ArXiv,"  Long-term stability is a critical property for deep learning-based
data-driven digital twins of the Earth system. Such data-driven digital twins
enable sub-seasonal and seasonal predictions of extreme environmental events,
probabilistic forecasts, that require a large number of ensemble members, and
computationally tractable high-resolution Earth system models where expensive
components of the models can be replaced with cheaper data-driven surrogates.
Owing to computational cost, physics-based digital twins, though long-term
stable, are intractable for real-time decision-making. Data-driven digital
twins offer a cheaper alternative to them and can provide real-time
predictions. However, such digital twins can only provide short-term forecasts
accurately since they become unstable when time-integrated beyond 20 days.
Currently, the cause of the instabilities is unknown, and the methods that are
used to improve their stability horizons are ad-hoc and lack rigorous theory.
In this paper, we reveal that the universal causal mechanism for these
instabilities in any turbulent flow is due to \textit{spectral bias} wherein,
\textit{any} deep learning architecture is biased to learn only the large-scale
dynamics and ignores the small scales completely. We further elucidate how
turbulence physics and the absence of convergence in deep learning-based
time-integrators amplify this bias leading to unstable error propagation.
Finally, using the quasigeostrophic flow and ECMWF Reanalysis data as test
cases, we bridge the gap between deep learning theory and fundamental numerical
analysis to propose one mitigative solution to such instabilities. We develop
long-term stable data-driven digital twins for the climate system and
demonstrate accurate short-term forecasts, and hundreds of years of long-term
stable time-integration with accurate mean and variability.
",2023-04-14T09:49:11Z,http://arxiv.org/abs/2304.07029v1
"Machine learning applications for weather and climate need greater focus
  on extremes",Peter AG Watson,N/A,ArXiv,2022,N/A,N/A,2022-07-15T10:38:52Z,N/A,ArXiv,"  Multiple studies have now demonstrated that machine learning (ML) can give
improved skill for predicting or simulating fairly typical weather events, for
tasks such as short-term and seasonal weather forecasting, downscaling
simulations to higher resolution and emulating and speeding up expensive model
parameterisations. Many of these used ML methods with very high numbers of
parameters, such as neural networks, which are the focus of the discussion
here. Not much attention has been given to the performance of these methods for
extreme event severities of relevance for many critical weather and climate
prediction applications, with return periods of more than a few years. This
leaves a lot of uncertainty about the usefulness of these methods, particularly
for general purpose prediction systems that must perform reliably in extreme
situations. ML models may be expected to struggle to predict extremes due to
there usually being few samples of such events. However, there are some studies
that do indicate that ML models can have reasonable skill for extreme weather,
and that it is not hopeless to use them in situations requiring extrapolation.
This article reviews these studies and argues that this is an area that needs
researching more. Ways to get a better understanding of how well ML models
perform at predicting extreme weather events are discussed.
",2022-07-15T10:38:52Z,http://arxiv.org/abs/2207.07390v2
"Analyzing Multispectral Satellite Imagery of South American Wildfires
  Using Deep Learning",Christopher Sun,N/A,ArXiv,2022,N/A,N/A,2022-01-19T02:45:01Z,N/A,ArXiv,"  Since frequent severe droughts are lengthening the dry season in the Amazon
Rainforest, it is important to detect wildfires promptly and forecast possible
spread for effective suppression response. Current wildfire detection models
are not versatile enough for the low-technology conditions of South American
hot spots. This deep learning study first trains a Fully Convolutional Neural
Network on Landsat 8 images of Ecuador and the Galapagos, using Green and
Short-wave Infrared bands to predict pixel-level binary fire masks. This model
achieves a 0.962 validation F2 score and a 0.932 F2 score on test data from
Guyana and Suriname. Afterward, image segmentation is conducted on the Cirrus
band using K-Means Clustering to simplify continuous pixel values into three
discrete classes representing differing degrees of cirrus cloud contamination.
Three additional Convolutional Neural Networks are trained to conduct a
sensitivity analysis measuring the effect of simplified features on model
accuracy and train time. The Experimental model trained on the segmented cirrus
images provides a statistically significant decrease in train time compared to
the Control model trained on raw cirrus images, without compromising binary
accuracy. This proof of concept reveals that feature engineering can improve
the performance of wildfire detection models by lowering computational expense.
",2022-01-19T02:45:01Z,http://arxiv.org/abs/2201.09671v3
"Harmful algal bloom forecasting. A comparison between stream and batch
  learning","Andres Molares-Ulloa, Elisabet Rocruz, Daniel Rivero, Xosé A. Padin, Rita Nolasco, Jesús Dubert, Enrique Fernandez-Blanco",N/A,ArXiv,2024,N/A,N/A,2024-02-20T15:01:11Z,N/A,ArXiv,"  Diarrhetic Shellfish Poisoning (DSP) is a global health threat arising from
shellfish contaminated with toxins produced by dinoflagellates. The condition,
with its widespread incidence, high morbidity rate, and persistent shellfish
toxicity, poses risks to public health and the shellfish industry. High biomass
of toxin-producing algae such as DSP are known as Harmful Algal Blooms (HABs).
Monitoring and forecasting systems are crucial for mitigating HABs impact.
Predicting harmful algal blooms involves a time-series-based problem with a
strong historical seasonal component, however, recent anomalies due to changes
in meteorological and oceanographic events have been observed. Stream Learning
stands out as one of the most promising approaches for addressing
time-series-based problems with concept drifts. However, its efficacy in
predicting HABs remains unproven and needs to be tested in comparison with
Batch Learning. Historical data availability is a critical point in developing
predictive systems. In oceanography, the available data collection can have
some constrains and limitations, which has led to exploring new tools to obtain
more exhaustive time series. In this study, a machine learning workflow for
predicting the number of cells of a toxic dinoflagellate, Dinophysis acuminata,
was developed with several key advancements. Seven machine learning algorithms
were compared within two learning paradigms. Notably, the output data from
CROCO, the ocean hydrodynamic model, was employed as the primary dataset,
palliating the limitation of time-continuous historical data. This study
highlights the value of models interpretability, fair models comparison
methodology, and the incorporation of Stream Learning models. The model DoME,
with an average R2 of 0.77 in the 3-day-ahead prediction, emerged as the most
effective and interpretable predictor, outperforming the other algorithms.
",2024-02-20T15:01:11Z,http://arxiv.org/abs/2402.13304v1
